x,top_y,bottom_y,height
2012,324,1628,1305
2013,324,1628,1305
2014,324,1628,1305
2015,324,1628,1305
2016,324,1628,1305
2017,324,1628,1305
2018,324,1628,1305
2019,324,1628,1305
2020,324,1628,1305
2021,324,1628,1305
2022,324,1628,1305
2023,324,1628,1305
2024,324,1628,1305
2025,324,1628,1305
2026,324,1628,1305
2027,324,1628,1305
2028,324,1628,1305
2029,324,1628,1305
2030,324,1628,1305
2031,324,1628,1305
2032,324,1628,1305
2033,324,1628,1305
2034,324,1628,1305
2035,324,1628,1305
2036,324,1628,1305
2037,324,1628,1305
2038,324,1628,1305
2039,324,1628,1305
2040,324,1628,1305
2041,324,1628,1305
2042,324,1628,1305
2043,324,1628,1305
2044,324,1628,1305
2045,324,1628,1305
2046,324,1628,1305
2047,324,1628,1305
2048,324,1628,1305
2049,324,1628,1305
2050,324,1628,1305
2051,324,1628,1305
2052,324,1628,1305
2053,324,1628,1305
2054,324,1628,1305
2055,324,1628,1305
2056,324,1628,1305
2057,324,1628,1305
2058,324,1628,1305
2059,324,1628,1305
2060,324,1628,1305
2061,324,1628,1305
2062,324,1628,1305
2063,324,1628,1305
2064,324,1628,1305
2065,324,1628,1305
2066,324,1628,1305
2067,324,1628,1305
2068,324,1628,1305
2069,324,1628,1305
2070,324,1628,1305
2071,324,1628,1305
2072,324,1628,1305
2073,324,1628,1305
2074,324,1628,1305
2075,324,1628,1305
2076,324,1628,1305
2077,324,1628,1305
2078,324,1628,1305
2079,324,1628,1305
2080,324,1628,1305
2081,324,1628,1305
2082,324,1628,1305
2083,324,1628,1305
2084,324,1628,1305
2085,324,1628,1305
2086,324,1628,1305
2087,324,1628,1305
2088,324,1628,1305
2089,324,1628,1305
2090,324,1628,1305
2091,324,1628,1305
2092,324,1628,1305
2093,324,1628,1305
2094,324,1628,1305
2095,324,1628,1305
2096,324,1628,1305
2097,324,1628,1305
2098,324,1628,1305
2099,324,1628,1305
2100,324,1628,1305
2101,324,1628,1305
2102,324,1628,1305
2103,324,1628,1305
2104,324,1628,1305
2105,324,1628,1305
2106,324,1628,1305
2107,324,1628,1305
2108,324,1628,1305
2109,324,1628,1305
2110,324,1628,1305
2111,324,1628,1305
2112,324,1628,1305
2113,324,1628,1305
2114,324,1628,1305
2115,324,1628,1305
2116,324,1628,1305
2117,324,1628,1305
2118,324,1628,1305
2119,324,1628,1305
2120,324,1628,1305
2121,324,1628,1305
2122,324,1628,1305
2123,324,1628,1305
2124,324,1628,1305
2125,324,1628,1305
2126,324,1628,1305
2127,324,1628,1305
2128,324,1628,1305
2129,324,1628,1305
2130,324,1628,1305
2131,324,1628,1305
2132,324,1628,1305
2133,324,1628,1305
2134,324,1628,1305
2135,324,1628,1305
2136,324,1628,1305
2137,324,1628,1305
2138,324,1628,1305
2139,324,1628,1305
2140,324,1628,1305
2141,324,1628,1305
2142,324,1628,1305
2143,324,1628,1305
2144,324,1628,1305
2145,324,1628,1305
2146,324,1628,1305
2147,324,1628,1305
2148,324,1628,1305
2149,324,1628,1305
2150,324,1628,1305
2151,324,1628,1305
2152,324,1628,1305
2153,324,1628,1305
2154,324,1628,1305
2155,324,1628,1305
2156,324,1628,1305
2157,324,1628,1305
